song_id,song_name,album-name,song_listeners,song_url
29,too damn rich [Explicit],If Looks Could Kill (Directors Cut) [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/too+damn+rich+%5BExplicit%5D
30,spillin [Explicit],If Looks Could Kill (Directors Cut) [Explicit],3,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/spillin+%5BExplicit%5D
31,check the fleet [Explicit],If Looks Could Kill (Directors Cut) [Explicit],4,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/check+the+fleet+%5BExplicit%5D
2,if looks could kill [Explicit],if looks could kill [Explicit],41,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/if+looks+could+kill+%5BExplicit%5D
3,fly sht [Explicit],if looks could kill [Explicit],16,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/fly+sht+%5BExplicit%5D
4,which one [Explicit],if looks could kill [Explicit],9,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/which+one+%5BExplicit%5D
5,raver [Explicit],if looks could kill [Explicit],11,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/raver+%5BExplicit%5D
6,came in wit [Explicit],if looks could kill [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/came+in+wit+%5BExplicit%5D
7,by the pound [Explicit],if looks could kill [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/by+the+pound+%5BExplicit%5D
8,all the time [Explicit],if looks could kill [Explicit],7,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/all+the+time+%5BExplicit%5D
9,biggest problem [Explicit],if looks could kill [Explicit],10,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/biggest+problem+%5BExplicit%5D
10,chris paul [Explicit],if looks could kill [Explicit],9,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/chris+paul+%5BExplicit%5D
32,back sippin [Explicit],If Looks Could Kill (Directors Cut) [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/back+sippin+%5BExplicit%5D
11,superstar [Explicit],if looks could kill [Explicit],7,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/superstar+%5BExplicit%5D
12,new new [Explicit],if looks could kill [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/new+new+%5BExplicit%5D
13,right now [Explicit],if looks could kill [Explicit],7,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/right+now+%5BExplicit%5D
14,which way [Explicit],if looks could kill [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/which+way+%5BExplicit%5D
15,wagwan [Explicit],if looks could kill [Explicit],7,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/wagwan+%5BExplicit%5D
16,moment of silence [Explicit],if looks could kill [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/moment+of+silence+%5BExplicit%5D
17,brazy girls [Explicit],if looks could kill [Explicit],11,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/brazy+girls+%5BExplicit%5D
1,"Rose (Augvst, 7HunnidShawty Remix)","Rose (Augvst, 7HunnidShawty Remix)",1,"https://www.last.fm/pl/music/Destroy+Lonely/Rose+(Augvst,+7HunnidShawty+Remix)/Rose+(Augvst,+7HunnidShawty+Remix)"
1,Real Shit,real shit,1317,https://www.last.fm/pl/music/Destroy+Lonely/real+shit/Real+Shit
1,Luv 4 Ya,LUV 4 YA [Clean] [Clean],94568,https://www.last.fm/pl/music/Destroy+Lonely/LUV+4+YA+%5BClean%5D+%5BClean%5D/Luv+4+Ya
1,Blitz/Allure,Blitz/Allure,473,https://www.last.fm/pl/music/Destroy+Lonely/Blitz%2FAllure/Blitz%2FAllure
18,goin up [Explicit],if looks could kill [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/goin+up+%5BExplicit%5D
19,passenger [Explicit],if looks could kill [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/passenger+%5BExplicit%5D
20,promo [Explicit],if looks could kill [Explicit],3,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/promo+%5BExplicit%5D
21,worth it [Explicit],if looks could kill [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/worth+it+%5BExplicit%5D
22,redlight [Explicit],if looks could kill [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/redlight+%5BExplicit%5D
23,make sum work [Explicit],if looks could kill [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/make+sum+work+%5BExplicit%5D
24,safety (interlude) [Explicit],if looks could kill [Explicit],13,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/safety+(interlude)+%5BExplicit%5D
25,your eyes [Explicit],if looks could kill [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BExplicit%5D/your+eyes+%5BExplicit%5D
1,Out The Way,Out the Way - Single,13038,https://www.last.fm/pl/music/Destroy+Lonely/Out+the+Way+-+Single/Out+The+Way
1,Plea,Plea - Single,11896,https://www.last.fm/pl/music/Destroy+Lonely/Plea+-+Single/Plea
1,eazy [Explicit],Darkhorse [Explicit],2,https://www.last.fm/pl/music/Destroy+Lonely/Darkhorse+%5BExplicit%5D/eazy+%5BExplicit%5D
26,money & sex [Explicit],if looks could kill [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely+&+Ken+Carson/if+looks+could+kill+%5BExplicit%5D/money+&+sex+%5BExplicit%5D
2,place [Explicit],Darkhorse [Explicit],1,https://www.last.fm/pl/music/Destroy+Lonely/Darkhorse+%5BExplicit%5D/place+%5BExplicit%5D
3,different drugz [Explicit],Darkhorse [Explicit],1,https://www.last.fm/pl/music/Destroy+Lonely/Darkhorse+%5BExplicit%5D/different+drugz+%5BExplicit%5D
4,4seasons [Explicit],Darkhorse [Explicit],1,https://www.last.fm/pl/music/Destroy+Lonely/Darkhorse+%5BExplicit%5D/4seasons+%5BExplicit%5D
5,"guap, glock, nd sticks [Explicit]",Darkhorse [Explicit],1,"https://www.last.fm/pl/music/Destroy+Lonely/Darkhorse+%5BExplicit%5D/guap,+glock,+nd+sticks+%5BExplicit%5D"
6,trapped on marz (feat. Nezzus) [Explicit],Darkhorse [Explicit],,https://www.last.fm/pl/music/Destroy+Lonely+%5Bfeat.+Nezzus%5D/Darkhorse+%5BExplicit%5D/trapped+on+marz+(feat.+Nezzus)+%5BExplicit%5D
7,vvs valentine [Explicit],Darkhorse [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely/Darkhorse+%5BExplicit%5D/vvs+valentine+%5BExplicit%5D
8,frank lucas [Explicit],Darkhorse [Explicit],1,https://www.last.fm/pl/music/Destroy+Lonely/Darkhorse+%5BExplicit%5D/frank+lucas+%5BExplicit%5D
1,usual [Explicit],"Forever, ILY. [Explicit]",2,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+%5BExplicit%5D/usual+%5BExplicit%5D"
2,mollywrld [Explicit],"Forever, ILY. [Explicit]",3,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+%5BExplicit%5D/mollywrld+%5BExplicit%5D"
3,luna [Explicit],"Forever, ILY. [Explicit]",1,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+%5BExplicit%5D/luna+%5BExplicit%5D"
4,Traphousemansion (Interlude),"Forever, ILY. [Explicit]",28337,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+%5BExplicit%5D/Traphousemansion+(Interlude)"
5,mud [Explicit],"Forever, ILY. [Explicit]",3,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+%5BExplicit%5D/mud+%5BExplicit%5D"
6,cutie [Explicit],"Forever, ILY. [Explicit]",,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+%5BExplicit%5D/cutie+%5BExplicit%5D"
1,4seasons [Explicit],4seasons [Explicit],1,https://www.last.fm/pl/music/Destroy+Lonely/4seasons+%5BExplicit%5D/4seasons+%5BExplicit%5D
1,Count It Up [Explicit],Count It Up [Explicit],,https://www.last.fm/pl/music/Destroy+Lonely/Count+It+Up+%5BExplicit%5D/Count+It+Up+%5BExplicit%5D
1,Seasons [Explicit],LORD [Explicit],,https://www.last.fm/pl/music/Destroy+Lonely/LORD+%5BExplicit%5D/Seasons+%5BExplicit%5D
2,Which 1 / Klueless [Explicit],LORD [Explicit],,https://www.last.fm/pl/music/Destroy+Lonely/LORD+%5BExplicit%5D/Which+1+%2F+Klueless+%5BExplicit%5D
3,Layover [Explicit],LORD [Explicit],,https://www.last.fm/pl/music/Destroy+Lonely/LORD+%5BExplicit%5D/Layover+%5BExplicit%5D
4,Devil Wears Prada [Explicit],LORD [Explicit],1,https://www.last.fm/pl/music/Destroy+Lonely/LORD+%5BExplicit%5D/Devil+Wears+Prada+%5BExplicit%5D
1,LUV 4 YA [Explicit],LUV 4 YA [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely/LUV+4+YA+%5BExplicit%5D/LUV+4+YA+%5BExplicit%5D
1,Potato Loaded,Potato Loaded - Single,1118,https://www.last.fm/pl/music/Quavo+&+Destroy+Lonely/Potato+Loaded+-+Single/Potato+Loaded
1,how u feel?,If Looks Could Kill (Directors Cut) [Clean] [Clean],207382,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/how+u+feel%3F
1,Pop Shit / Xtra [Explicit],</3 [Explicit],7,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/Pop+Shit+%2F+Xtra+%5BExplicit%5D
2,if looks could kill [Explicit],If Looks Could Kill (Directors Cut) [Clean] [Clean],41,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/if+looks+could+kill+%5BExplicit%5D
3,fly sht,If Looks Could Kill (Directors Cut) [Clean] [Clean],133711,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/fly+sht
4,which one,If Looks Could Kill (Directors Cut) [Clean] [Clean],99318,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/which+one
5,raver,If Looks Could Kill (Directors Cut) [Clean] [Clean],101387,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/raver
6,came in wit,If Looks Could Kill (Directors Cut) [Clean] [Clean],85823,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/came+in+wit
7,by the pound,If Looks Could Kill (Directors Cut) [Clean] [Clean],86999,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/by+the+pound
8,all the time,If Looks Could Kill (Directors Cut) [Clean] [Clean],82574,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/all+the+time
2,Miley Cyrus [Explicit],</3 [Explicit],10,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/Miley+Cyrus+%5BExplicit%5D
3,F.U.N [Explicit],</3 [Explicit],10,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/F.U.N+%5BExplicit%5D
4,Ya Ight [Explicit],</3 [Explicit],4,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/Ya+Ight+%5BExplicit%5D
5,Tokyo Mission Impossible [Explicit],</3 [Explicit],381,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/Tokyo+Mission+Impossible+%5BExplicit%5D
6,OK BAE [Explicit],</3 [Explicit],4,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/OK+BAE+%5BExplicit%5D
7,Take a Pic [Explicit],</3 [Explicit],2,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/Take+a+Pic+%5BExplicit%5D
8,Movie [Explicit],</3 [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/Movie+%5BExplicit%5D
9,Komin' Back [Explicit],</3 [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/Komin%27+Back+%5BExplicit%5D
10,Diamonds & Foreigns [Explicit],</3 [Explicit],3,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3+%5BExplicit%5D/Diamonds+&+Foreigns+%5BExplicit%5D
9,biggest problem,If Looks Could Kill (Directors Cut) [Clean] [Clean],91515,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/biggest+problem
10,chris paul,If Looks Could Kill (Directors Cut) [Clean] [Clean],80976,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/chris+paul
11,Catch a Kill,If Looks Could Kill (Directors Cut) [Clean] [Clean],82213,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/Catch+a+Kill
12,thats my,If Looks Could Kill (Directors Cut) [Clean] [Clean],35208,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/thats+my
13,superstar,If Looks Could Kill (Directors Cut) [Clean] [Clean],77505,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/superstar
14,new new,If Looks Could Kill (Directors Cut) [Clean] [Clean],86089,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/new+new
15,right now,If Looks Could Kill (Directors Cut) [Clean] [Clean],71967,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/right+now
16,which way,If Looks Could Kill (Directors Cut) [Clean] [Clean],66258,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/which+way
17,wagwan,If Looks Could Kill (Directors Cut) [Clean] [Clean],66064,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/wagwan
18,moment of silence,If Looks Could Kill (Directors Cut) [Clean] [Clean],65268,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/moment+of+silence
19,brazy girls,If Looks Could Kill (Directors Cut) [Clean] [Clean],70830,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/brazy+girls
20,goin up,If Looks Could Kill (Directors Cut) [Clean] [Clean],63529,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/goin+up
21,passenger,If Looks Could Kill (Directors Cut) [Clean] [Clean],60984,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/passenger
22,promo,If Looks Could Kill (Directors Cut) [Clean] [Clean],52293,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/promo
23,worth it,If Looks Could Kill (Directors Cut) [Clean] [Clean],55050,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/worth+it
24,redlight,If Looks Could Kill (Directors Cut) [Clean] [Clean],56615,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/redlight
25,make sum work,If Looks Could Kill (Directors Cut) [Clean] [Clean],54909,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/make+sum+work
26,safety (interlude),If Looks Could Kill (Directors Cut) [Clean] [Clean],4200,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/safety+(interlude)
27,your eyes,If Looks Could Kill (Directors Cut) [Clean] [Clean],63909,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/your+eyes
28,money & sex,If Looks Could Kill (Directors Cut) [Clean] [Clean],1381,https://www.last.fm/pl/music/Destroy+Lonely+&+Ken+Carson/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/money+&+sex
29,too damn rich,If Looks Could Kill (Directors Cut) [Clean] [Clean],35993,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/too+damn+rich
30,spillin,If Looks Could Kill (Directors Cut) [Clean] [Clean],35341,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/spillin
31,check the fleet,If Looks Could Kill (Directors Cut) [Clean] [Clean],29299,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/check+the+fleet
32,back sippin,If Looks Could Kill (Directors Cut) [Clean] [Clean],42030,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BClean%5D+%5BClean%5D/back+sippin
1,Miley Cyrus,Miley Cyrus [Explicit],99242,https://www.last.fm/pl/music/Destroy+Lonely/Miley+Cyrus+%5BExplicit%5D/Miley+Cyrus
1,Blitz/Allure [Explicit],Blitz/Allure [Explicit],1,https://www.last.fm/pl/music/Destroy+Lonely/Blitz%2FAllure+%5BExplicit%5D/Blitz%2FAllure+%5BExplicit%5D
1,$$$ [Explicit],$$$ [Explicit],,https://www.last.fm/pl/music/Destroy+Lonely/$$$+%5BExplicit%5D/$$$+%5BExplicit%5D
